Name,English only,Spanish,French Creole,Yiddish,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state
Alabama,4300026.0,150337.0,698.0,48.0,1459.0,1274.0,9073.0,670.0,1615.0,443.0,311.0,101.0,760.0,2713.0,2867.0,1599.0,9619.0,1649.0,8331.0,749.0,286.0,1163.0,1353.0,7131.0,3570.0,124.0,227.0,4786.0,336.0,1.0
Alaska,568544.0,23555.0,181.0,3.0,337.0,163.0,3185.0,145.0,4758.0,493.0,163.0,3.0,70.0,128.0,233.0,26.0,1641.0,1498.0,4061.0,193.0,3598.0,1120.0,1065.0,1141.0,15718.0,151.0,153.0,554.0,267.0,2.0
Arizona,4536673.0,1272191.0,769.0,449.0,7010.0,3919.0,22354.0,3162.0,8044.0,5874.0,8082.0,914.0,6861.0,3965.0,9538.0,2328.0,29733.0,6473.0,10526.0,1856.0,253.0,3117.0,1580.0,22504.0,23037.0,82956.0,1466.0,20113.0,2402.0,4.0
Arkansas,2566546.0,144270.0,119.0,23.0,786.0,809.0,5268.0,188.0,734.0,519.0,288.0,76.0,523.0,1112.0,1423.0,1217.0,5332.0,990.0,1514.0,354.0,1436.0,672.0,2698.0,5206.0,2678.0,20.0,51.0,2471.0,12.0,5.0
California,20142054.0,10329154.0,7071.0,3062.0,60355.0,77729.0,107874.0,24694.0,156323.0,19250.0,20458.0,194290.0,196036.0,46351.0,166255.0,47754.0,1116569.0,142358.0,375856.0,77845.0,74530.0,47156.0,38367.0,539256.0,788136.0,1343.0,12448.0,168482.0,41414.0,6.0
Colorado,4106326.0,584233.0,723.0,165.0,5489.0,3595.0,25102.0,2053.0,16198.0,4717.0,2826.0,526.0,4720.0,1020.0,5433.0,1454.0,22831.0,6471.0,16134.0,1602.0,3167.0,2323.0,1892.0,19112.0,7195.0,2449.0,1330.0,10219.0,1763.0,8.0
Connecticut,2655586.0,385971.0,15723.0,329.0,33268.0,36016.0,10743.0,8840.0,9959.0,35829.0,5086.0,587.0,1932.0,6383.0,12704.0,6121.0,29268.0,3459.0,6540.0,2939.0,28.0,1089.0,2912.0,6994.0,9245.0,0.0,2750.0,10835.0,2682.0,9.0
Delaware,758393.0,59814.0,2354.0,67.0,2133.0,731.0,2381.0,1027.0,944.0,941.0,267.0,74.0,503.0,2241.0,2570.0,1287.0,6460.0,511.0,1972.0,163.0,30.0,116.0,105.0,1390.0,2205.0,0.0,35.0,1792.0,105.0,10.0
District of Columbia,503735.0,50782.0,567.0,18.0,2038.0,1676.0,2713.0,687.0,2144.0,511.0,476.0,126.0,1116.0,358.0,1380.0,440.0,5217.0,895.0,1195.0,74.0,39.0,309.0,41.0,899.0,1773.0,18.0,179.0,1852.0,648.0,11.0
Florida,13346251.0,3849991.0,386481.0,4215.0,49434.0,86583.0,64955.0,20150.0,39447.0,24119.0,17329.0,1975.0,10535.0,19180.0,22989.0,17424.0,65163.0,12190.0,20498.0,4694.0,1482.0,11475.0,4215.0,59694.0,64335.0,54.0,10249.0,53724.0,21073.0,12.0
Georgia,8069207.0,740917.0,17084.0,414.0,4542.0,12021.0,23843.0,2663.0,15753.0,3114.0,6671.0,455.0,8207.0,22207.0,25824.0,10449.0,47088.0,8206.0,45633.0,4595.0,2911.0,3851.0,5441.0,43958.0,12323.0,136.0,1056.0,17052.0,2992.0,13.0
Hawaii,983565.0,25776.0,113.0,40.0,643.0,2048.0,3782.0,134.0,1124.0,494.0,250.0,17.0,715.0,19.0,543.0,44.0,32758.0,45190.0,18337.0,196.0,41.0,1815.0,1999.0,9389.0,59627.0,48.0,129.0,472.0,433.0,15.0
Idaho,1342470.0,119097.0,53.0,12.0,634.0,1490.0,4121.0,117.0,1561.0,209.0,2379.0,19.0,459.0,78.0,630.0,180.0,3897.0,1131.0,1226.0,107.0,106.0,394.0,715.0,1293.0,2243.0,198.0,88.0,2155.0,45.0,16.0
Illinois,9332252.0,1600975.0,4442.0,1242.0,36751.0,6706.0,42272.0,31451.0,41561.0,182179.0,31872.0,2202.0,6839.0,43284.0,42361.0,45658.0,101460.0,12785.0,47422.0,3462.0,504.0,6916.0,4228.0,20683.0,84223.0,16.0,3016.0,61541.0,6099.0,17.0
Indiana,5636420.0,282611.0,1492.0,55.0,3359.0,2368.0,33698.0,4031.0,3817.0,4427.0,5733.0,142.0,1396.0,3729.0,7077.0,4245.0,26029.0,5658.0,7389.0,1296.0,344.0,918.0,642.0,6323.0,7225.0,92.0,911.0,9986.0,1184.0,18.0
Iowa,2681327.0,114553.0,294.0,219.0,1036.0,833.0,12492.0,555.0,1718.0,496.0,8481.0,128.0,321.0,792.0,3357.0,843.0,11438.0,1379.0,2972.0,513.0,747.0,1454.0,4214.0,7397.0,2616.0,0.0,117.0,5346.0,308.0,19.0
Kansas,2387898.0,201948.0,304.0,20.0,743.0,1375.0,11420.0,345.0,2435.0,401.0,608.0,67.0,1740.0,799.0,3257.0,1261.0,11134.0,2283.0,3226.0,1271.0,1274.0,844.0,3437.0,13747.0,3621.0,661.0,221.0,5282.0,422.0,20.0
Kentucky,3910830.0,105529.0,560.0,129.0,1096.0,731.0,13457.0,752.0,2264.0,499.0,4456.0,119.0,1281.0,2219.0,2906.0,1349.0,8769.0,4415.0,3206.0,1027.0,79.0,1012.0,480.0,4374.0,3357.0,93.0,288.0,7863.0,375.0,21.0
Louisiana,3949236.0,155887.0,7209.0,47.0,2087.0,2878.0,5188.0,932.0,1212.0,753.0,930.0,104.0,1559.0,921.0,2115.0,2082.0,10111.0,1899.0,2855.0,406.0,128.0,841.0,1444.0,29629.0,4375.0,39.0,183.0,8141.0,485.0,22.0
Maine,1179938.0,12301.0,294.0,40.0,1115.0,814.0,3415.0,605.0,1427.0,509.0,424.0,77.0,576.0,163.0,459.0,285.0,2691.0,715.0,452.0,1050.0,0.0,510.0,43.0,1904.0,1643.0,11.0,39.0,2243.0,138.0,23.0
Maryland,4603986.0,402105.0,13113.0,841.0,9565.0,11391.0,16922.0,9908.0,22667.0,4100.0,2124.0,1883.0,13633.0,10669.0,18123.0,18160.0,66019.0,6341.0,38105.0,1802.0,70.0,3338.0,804.0,22485.0,34660.0,177.0,1664.0,15002.0,6191.0,24.0
Massachusetts,4912310.0,534262.0,71301.0,711.0,36387.0,179245.0,17773.0,23689.0,38496.0,17220.0,4287.0,7385.0,6268.0,10267.0,19332.0,5963.0,121445.0,8490.0,17594.0,24047.0,694.0,2677.0,2959.0,41140.0,7682.0,51.0,1497.0,33345.0,7108.0,25.0
Michigan,8465054.0,272194.0,1590.0,702.0,18929.0,4429.0,36132.0,7906.0,11360.0,21349.0,13829.0,2406.0,2977.0,9236.0,16350.0,11903.0,44822.0,11363.0,16150.0,1229.0,4100.0,1525.0,2393.0,15378.0,16237.0,13.0,2269.0,122318.0,2424.0,26.0
Minnesota,4510229.0,194121.0,1493.0,267.0,2191.0,2549.0,22315.0,957.0,14532.0,2592.0,4374.0,40.0,1807.0,2692.0,6881.0,2774.0,22715.0,3225.0,5469.0,6927.0,58833.0,1646.0,9460.0,23092.0,6051.0,67.0,517.0,11473.0,1045.0,27.0
Mississippi,2680601.0,67259.0,75.0,29.0,717.0,799.0,3269.0,193.0,537.0,278.0,67.0,0.0,297.0,1164.0,1539.0,452.0,3884.0,865.0,1713.0,108.0,26.0,143.0,366.0,6991.0,2692.0,0.0,17.0,2092.0,139.0,28.0
Missouri,5326382.0,145451.0,776.0,163.0,3711.0,2841.0,21596.0,1222.0,7731.0,1362.0,11988.0,185.0,2442.0,2709.0,4433.0,3939.0,19979.0,2789.0,6967.0,1036.0,1371.0,1294.0,623.0,12814.0,7525.0,18.0,864.0,10160.0,1202.0,29.0
Montana,914850.0,14156.0,88.0,64.0,523.0,191.0,6399.0,132.0,562.0,171.0,97.0,4.0,50.0,0.0,86.0,5.0,1357.0,638.0,622.0,11.0,0.0,186.0,41.0,144.0,806.0,220.0,73.0,382.0,210.0,30.0
Nebraska,1551006.0,125200.0,151.0,99.0,981.0,1030.0,4672.0,280.0,1321.0,726.0,633.0,0.0,808.0,363.0,1347.0,277.0,4654.0,1177.0,1501.0,167.0,187.0,960.0,763.0,8289.0,1271.0,4.0,11.0,4580.0,128.0,31.0
Nevada,1832907.0,547574.0,531.0,324.0,4411.0,3637.0,7848.0,2060.0,5493.0,2529.0,3227.0,3058.0,4122.0,991.0,2834.0,1486.0,27833.0,6355.0,11120.0,1356.0,46.0,5785.0,1937.0,9193.0,72310.0,990.0,1310.0,6451.0,2592.0,32.0
New Hampshire,1159579.0,26293.0,836.0,16.0,1421.0,3055.0,3910.0,2342.0,1943.0,1199.0,1672.0,150.0,206.0,961.0,1622.0,662.0,5450.0,745.0,1273.0,867.0,5.0,381.0,593.0,1675.0,1479.0,0.0,357.0,2820.0,482.0,33.0
New Jersey,5816691.0,1319500.0,45065.0,6473.0,74149.0,77896.0,24232.0,22329.0,45961.0,64216.0,9153.0,5422.0,8815.0,74230.0,71124.0,30396.0,114616.0,10623.0,79033.0,980.0,29.0,2661.0,415.0,20290.0,81427.0,19.0,6167.0,64404.0,14180.0,34.0
New Mexico,1250461.0,550717.0,56.0,57.0,1777.0,819.0,7528.0,575.0,1595.0,363.0,341.0,93.0,1424.0,680.0,895.0,301.0,5062.0,1716.0,1834.0,71.0,49.0,650.0,487.0,4122.0,2911.0,62707.0,188.0,2205.0,500.0,35.0
New York,12882449.0,2771339.0,157133.0,135836.0,176880.0,42642.0,60817.0,67005.0,227836.0,92461.0,31484.0,7184.0,26104.0,19548.0,60039.0,74420.0,553291.0,34489.0,105873.0,4303.0,198.0,9498.0,3010.0,23732.0,77408.0,163.0,11641.0,92460.0,67067.0,36.0
North Carolina,8202268.0,685469.0,3312.0,99.0,6418.0,6364.0,22114.0,5421.0,10766.0,3397.0,3835.0,212.0,4129.0,11096.0,15827.0,6344.0,33051.0,5338.0,14849.0,4788.0,9156.0,1978.0,4769.0,23484.0,14231.0,195.0,1663.0,19041.0,1427.0,37.0
North Dakota,635160.0,10489.0,50.0,2.0,285.0,409.0,7672.0,60.0,705.0,297.0,1254.0,0.0,69.0,139.0,508.0,37.0,1380.0,261.0,268.0,21.0,14.0,202.0,7.0,823.0,915.0,74.0,38.0,862.0,52.0,38.0
Ohio,10150246.0,242988.0,1752.0,518.0,15771.0,3797.0,49702.0,9580.0,16594.0,8628.0,12076.0,438.0,4070.0,8393.0,16799.0,4298.0,44367.0,9777.0,12094.0,4436.0,487.0,2526.0,2664.0,11810.0,9789.0,66.0,6399.0,39568.0,2591.0,39.0
Oklahoma,3231650.0,239557.0,437.0,36.0,1062.0,1237.0,9234.0,682.0,1961.0,805.0,339.0,99.0,2108.0,799.0,1693.0,1680.0,8810.0,1882.0,4079.0,504.0,3516.0,1097.0,1705.0,16655.0,3720.0,274.0,156.0,5281.0,660.0,40.0
Oregon,3148786.0,332139.0,395.0,188.0,2703.0,2723.0,14451.0,953.0,20746.0,1010.0,1880.0,450.0,3670.0,556.0,5608.0,947.0,29082.0,9556.0,11213.0,3472.0,1622.0,2392.0,2008.0,23396.0,9185.0,288.0,707.0,8456.0,877.0,41.0
Pennsylvania,10777528.0,548849.0,16861.0,1521.0,41521.0,12155.0,46385.0,14370.0,38318.0,21837.0,8185.0,1743.0,4818.0,17671.0,22668.0,10595.0,83896.0,6826.0,28550.0,11841.0,1222.0,2002.0,2020.0,37309.0,16038.0,137.0,3424.0,31399.0,6670.0,42.0
Rhode Island,784756.0,112977.0,7185.0,32.0,7412.0,31504.0,1730.0,1704.0,1979.0,2224.0,249.0,784.0,263.0,483.0,1375.0,586.0,7081.0,740.0,1014.0,4303.0,597.0,225.0,2453.0,1588.0,1769.0,0.0,208.0,3258.0,345.0,44.0
South Carolina,4176981.0,197358.0,998.0,69.0,2680.0,3593.0,12140.0,2065.0,5063.0,1443.0,722.0,60.0,751.0,4954.0,2604.0,1254.0,10434.0,2574.0,4614.0,1316.0,1628.0,1175.0,869.0,6095.0,6813.0,9.0,533.0,4666.0,842.0,45.0
South Dakota,732355.0,16757.0,9.0,19.0,302.0,144.0,5533.0,33.0,781.0,89.0,741.0,22.0,20.0,97.0,220.0,251.0,1412.0,208.0,530.0,152.0,27.0,180.0,204.0,485.0,876.0,125.0,132.0,713.0,30.0,46.0
Tennessee,5679463.0,241451.0,1728.0,77.0,2643.0,2405.0,13446.0,833.0,4099.0,1067.0,1498.0,289.0,3113.0,4724.0,5992.0,2183.0,13494.0,3920.0,8300.0,1772.0,195.0,1429.0,6230.0,10669.0,6675.0,47.0,578.0,20840.0,737.0,47.0
Texas,15973189.0,7252074.0,7372.0,389.0,12431.0,23479.0,65688.0,6400.0,22634.0,8615.0,7291.0,1493.0,29092.0,30911.0,67850.0,66251.0,155324.0,16312.0,56927.0,10692.0,712.0,10210.0,10489.0,201627.0,78547.0,1163.0,3308.0,63643.0,5966.0,48.0
Utah,2259717.0,262508.0,300.0,0.0,2703.0,7387.0,8220.0,1087.0,3897.0,879.0,3484.0,744.0,2000.0,278.0,1288.0,733.0,11824.0,4920.0,4296.0,1716.0,138.0,1483.0,2256.0,7457.0,4633.0,7343.0,343.0,3729.0,287.0,49.0
Vermont,563951.0,6378.0,79.0,71.0,783.0,322.0,2278.0,198.0,809.0,625.0,1340.0,48.0,113.0,40.0,214.0,167.0,1452.0,311.0,536.0,3.0,0.0,148.0,181.0,928.0,458.0,0.0,82.0,668.0,78.0,50.0
Virginia,6551019.0,526043.0,6177.0,119.0,9124.0,9180.0,29789.0,6383.0,16077.0,3506.0,5022.0,1212.0,27399.0,10362.0,25398.0,29066.0,55100.0,9958.0,56126.0,5424.0,314.0,7099.0,1993.0,50484.0,46746.0,127.0,1550.0,46230.0,1565.0,51.0
Washington,5303472.0,546327.0,934.0,163.0,5555.0,5706.0,30115.0,2582.0,57230.0,4702.0,5542.0,1384.0,8336.0,2724.0,20235.0,3964.0,89549.0,25198.0,48425.0,17752.0,1666.0,5458.0,7492.0,61610.0,56497.0,249.0,1335.0,15083.0,2792.0,53.0
West Virginia,1705720.0,18235.0,215.0,13.0,1257.0,354.0,3119.0,384.0,582.0,542.0,316.0,0.0,892.0,322.0,478.0,389.0,2830.0,682.0,929.0,0.0,0.0,295.0,60.0,1259.0,1167.0,14.0,150.0,1811.0,92.0,54.0
Wisconsin,4929161.0,246853.0,224.0,200.0,4230.0,1716.0,35053.0,2036.0,5169.0,6420.0,4628.0,347.0,1022.0,1225.0,5844.0,3740.0,15684.0,2294.0,4329.0,899.0,44895.0,1035.0,2740.0,4166.0,5073.0,78.0,610.0,6974.0,836.0,55.0
Wyoming,502352.0,27635.0,3.0,0.0,302.0,295.0,1504.0,97.0,395.0,67.0,39.0,0.0,183.0,2.0,4.0,83.0,891.0,231.0,411.0,20.0,25.0,224.0,3.0,350.0,605.0,142.0,92.0,242.0,18.0,56.0
Puerto Rico,180807.0,3201518.0,0.0,0.0,490.0,589.0,428.0,52.0,27.0,32.0,11.0,0.0,12.0,0.0,55.0,0.0,1215.0,97.0,26.0,0.0,0.0,0.0,0.0,169.0,66.0,0.0,0.0,513.0,69.0,72.0
,234352363.0,41895668.0,786770.0,159695.0,663629.0,687642.0,999350.0,296719.0,900904.0,560528.0,258818.0,239137.0,407162.0,385948.0,713186.0,429352.0,3105211.0,450056.0,1124115.0,216407.0,222805.0,156997.0,148865.0,1451733.0,1675407.0,163169.0,82819.0,1035578.0,212385.0,1549.0
